season,team_a,team_b,team_a_id,team_b_id,actual_team_a_win,actual_winner,actual_loser,winner_seed,loser_seed,actual_upset,regular_season_power_gap,team_a_power_rating,team_b_power_rating,factor_only_probability,power_baseline_probability,combined_probability,matchup_adjustment_probability_points,combined_prediction_correct,kenpom_netrtg_a,kenpom_netrtg_b,kenpom_netrtg_gap,kenpom_team_a_probability,model_team_a_probability,model_actual_winner_probability,kenpom_actual_winner_probability,actual_winner_probability_gap_pp,model_correct,kenpom_correct,model_predicted_winner,kenpom_predicted_winner,comparison_category
2019,Virginia,Oklahoma,1438,1328,1,Virginia,Oklahoma,1.0,9.0,False,12.685429528819682,17.675547784312187,4.990118255492504,0.8094502667453948,0.9211291792143622,0.8988177678291993,-2.2311411385162905,True,34.22,16.94,17.279999999999998,0.9398301283228012,0.8988177678291993,0.8988177678291993,0.9398301283228012,-4.101236049360191,True,True,Virginia,Virginia,both_correct
2022,Kansas,North Carolina,1242,1314,1,Kansas,North Carolina,1.0,8.0,False,5.265471496593577,11.822072939446755,6.556601442853179,0.7703669566287163,0.7294065951912476,0.7181761102413596,-1.1230484949887989,True,27.49,20.13,7.359999999999999,0.7595371988383408,0.7181761102413596,0.7181761102413596,0.7595371988383408,-4.136108859698117,True,True,Kansas,Kansas,both_correct
2023,Houston,Miami FL,1222,1274,0,Miami FL,Houston,5.0,1.0,True,10.762454743207272,17.400782571018937,6.638327827811665,0.8346727290455532,0.8887277848970894,0.8678042124271697,-2.0923572469919716,False,27.72,17.94,9.779999999999998,0.8234752099069618,0.8678042124271697,0.13219578757283035,0.17652479009303823,-4.432900252020788,False,False,Houston,Houston,both_incorrect
2017,Mt St Mary's,Villanova,1291,1437,0,Villanova,Mt St Mary's,1.0,16.0,False,-15.979926126998834,-0.3850223571515272,15.594903769847306,0.0414434752390376,0.0389236585930509,0.0486881615174308,0.9764502924379928,True,-3.86,29.88,-33.74,0.004184432636503068,0.0486881615174308,0.9513118384825692,0.995815567363497,-4.4503728880927795,True,True,Villanova,Villanova,both_correct
2018,Virginia Tech,Alabama,1439,1104,0,Alabama,Virginia Tech,9.0,8.0,True,3.447979246818477,7.51458233823783,4.066603091419353,0.6516161083285964,0.6530515019840524,0.6415175522019706,-1.1533949782081776,False,16.03,13.41,2.620000000000001,0.5954158136156824,0.6415175522019706,0.3584824477980294,0.4045841863843176,-4.610173858628819,False,False,Virginia Tech,Virginia Tech,both_incorrect
2023,Creighton,Baylor,1166,1124,1,Creighton,Baylor,6.0,3.0,True,0.8743049514591803,8.952402439711065,8.078097488251885,0.5482243757347056,0.5309415708234597,0.5292428117823966,-0.1698759041063091,True,21.83,19.68,2.1499999999999986,0.5770488666322022,0.5292428117823966,0.5292428117823966,0.5770488666322022,-4.78060548498056,True,True,Creighton,Creighton,both_correct
2022,Michigan St,Duke,1277,1181,0,Duke,Michigan St,2.0,7.0,False,-7.349515916781655,5.285965095830505,12.63548101261216,0.2193094817899369,0.1822626096547028,0.2017222764593409,1.9459666804638092,True,14.76,25.15,-10.389999999999999,0.15318098112933576,0.2017222764593409,0.7982777235406591,0.8468190188706642,-4.854129533000517,True,True,Duke,Duke,both_correct
2023,Kentucky,Providence,1246,1344,1,Kentucky,Providence,6.0,11.0,False,0.8672951418256503,7.31539796975089,6.44810282792524,0.4785946596021389,0.5305965996573597,0.5226592152171975,-0.7937384440162232,True,17.4,15.39,2.009999999999998,0.5715339726008722,0.5226592152171975,0.5226592152171975,0.5715339726008722,-4.887475738367475,True,True,Kentucky,Kentucky,both_correct
2017,Notre Dame,West Virginia,1323,1452,0,West Virginia,Notre Dame,4.0,5.0,False,-5.175286782422605,9.60165911492676,14.776945897349364,0.3284427197548316,0.2551240929512205,0.2757240513643394,2.059995841311885,True,19.74,27.17,-7.430000000000003,0.22566903911457423,0.2757240513643394,0.7242759486356606,0.7743309608854257,-5.005501224976516,True,True,West Virginia,West Virginia,both_correct
2018,Purdue,CS Fullerton,1345,1168,1,Purdue,CS Fullerton,2.0,15.0,False,14.550729296287258,15.124860648559633,0.5741313522723743,0.953874230660626,0.9440842855976664,0.933132650677529,-1.0951634920137288,True,26.27,0.62,25.65,0.9836519493499721,0.933132650677529,0.933132650677529,0.9836519493499721,-5.05192986724431,True,True,Purdue,Purdue,both_correct
2019,Villanova,St Mary's CA,1437,1388,1,Villanova,St Mary's CA,6.0,11.0,False,-1.063353190664175,8.026707592446257,9.090060783110433,0.4586122732482079,0.4356207737694265,0.4412924521400607,0.5671678370634203,False,17.33,17.31,0.019999999999999574,0.4918679698619897,0.4412924521400607,0.4412924521400607,0.4918679698619897,-5.0575517721929035,False,False,St Mary's CA,St Mary's CA,both_incorrect
2019,Virginia,Auburn,1438,1120,1,Virginia,Auburn,1.0,5.0,False,6.683759527887915,17.675547784312187,10.991788256424272,0.7245403453821659,0.7810620129515292,0.759152419227141,-2.190959372438817,True,34.22,25.0,9.219999999999999,0.8099739316312581,0.759152419227141,0.759152419227141,0.8099739316312581,-5.082151240411703,True,True,Virginia,Virginia,both_correct
2019,Virginia,Gardner Webb,1438,1205,1,Virginia,Gardner Webb,1.0,16.0,False,16.002619499229198,17.675547784312187,1.672928285082989,0.931853996951622,0.9574364781705816,0.944726175402761,-1.2710302767820592,True,34.22,-0.04,34.26,0.9958664234129668,0.944726175402761,0.944726175402761,0.9958664234129668,-5.114024801020578,True,True,Virginia,Virginia,both_correct
2023,Penn St,Texas,1336,1400,0,Texas,Penn St,2.0,10.0,False,-5.697618329989934,5.343645499481781,11.041263829471715,0.2523916834644137,0.2360101538077923,0.2524300737116738,1.641991990388156,True,16.04,24.43,-8.39,0.19978923608328414,0.2524300737116738,0.7475699262883262,0.8002107639167159,-5.2640837628389665,True,True,Texas,Texas,both_correct
2019,Minnesota,Michigan St,1278,1277,0,Michigan St,Minnesota,2.0,10.0,False,-11.028919070888293,3.3290445851317685,14.35796365602006,0.1546950459843065,0.0972519538893194,0.116814267259862,1.956231337054262,True,14.35,30.81,-16.46,0.06369053879531777,0.116814267259862,0.883185732740138,0.9363094612046823,-5.312372846454427,True,True,Michigan St,Michigan St,both_correct
2018,Alabama,Villanova,1104,1437,0,Villanova,Alabama,1.0,9.0,False,-12.753973415684456,4.066603091419353,16.82057650710381,0.1435262422851101,0.0711599010259609,0.0897848123200475,1.8624911294086584,True,13.41,33.76,-20.349999999999998,0.03507047424533208,0.0897848123200475,0.9102151876799525,0.964929525754668,-5.4714338074715485,True,True,Villanova,Villanova,both_correct
2019,Virginia Tech,Duke,1439,1181,0,Duke,Virginia Tech,1.0,4.0,False,-4.394168723694335,12.145065916694762,16.539234640389097,0.374496675205985,0.2855451667836942,0.3061306908392961,2.058552405560193,True,24.07,30.62,-6.550000000000001,0.25140408400145287,0.3061306908392961,0.6938693091607039,0.7485959159985471,-5.472660683784325,True,True,Duke,Duke,both_correct
2023,Arkansas,Illinois,1116,1228,1,Arkansas,Illinois,8.0,9.0,False,0.8036969206708022,7.9966294793887585,7.192932558717956,0.3613589265956413,0.5274654680738334,0.5091059208589871,-1.835954721484634,True,18.05,16.22,1.8300000000000018,0.5644173862741736,0.5091059208589871,0.5091059208589871,0.5644173862741736,-5.53114654151865,True,True,Arkansas,Arkansas,both_correct
2018,Purdue,Texas Tech,1345,1403,0,Texas Tech,Purdue,3.0,2.0,True,4.742587726281869,15.124860648559633,10.382272922277764,0.675313022727139,0.7085377324901313,0.6911937458714154,-1.7343986618715943,False,26.27,22.59,3.6799999999999997,0.6358033107445668,0.6911937458714154,0.30880625412858465,0.36419668925543325,-5.53904351268486,False,False,Purdue,Purdue,both_incorrect
2018,Radford,Villanova,1347,1437,0,Villanova,Radford,1.0,16.0,False,-15.084121322128825,1.736455184974986,16.82057650710381,0.0849285316488496,0.0461133824869401,0.0597968103744327,1.3683427887492576,True,0.07,33.76,-33.69,0.004218137354921265,0.0597968103744327,0.9402031896255673,0.9957818626450787,-5.557867301951147,True,True,Villanova,Villanova,both_correct
2021,Gonzaga,Norfolk St,1211,1313,1,Gonzaga,Norfolk St,1.0,16.0,False,15.585338528689777,17.52034919924695,1.935010670557176,0.942238328088112,0.9539466639305294,0.9418885384584108,-1.2058125472118708,True,36.48,-4.47,40.949999999999996,0.998589517836936,0.9418885384584108,0.9418885384584108,0.998589517836936,-5.670097937852514,True,True,Gonzaga,Gonzaga,both_correct
2021,Georgetown,Colorado,1207,1160,0,Colorado,Georgetown,5.0,12.0,False,-7.816145296299112,1.6022262414808637,9.418371537779976,0.0932265008173839,0.1689203824684292,0.1760049434558198,0.7084560987390548,True,12.91,25.1,-12.190000000000001,0.11921382539480145,0.1760049434558198,0.8239950565441803,0.8807861746051986,-5.679111806101833,True,True,Colorado,Colorado,both_correct
2017,Virginia Tech,Wisconsin,1439,1458,0,Wisconsin,Virginia Tech,8.0,9.0,False,-5.860537275354218,5.205646973783644,11.066184249137862,0.1595308652745779,0.2302549359873477,0.2378113362222201,0.7556400234872446,True,13.8,22.99,-9.189999999999998,0.1799754167834605,0.2378113362222201,0.7621886637777799,0.8200245832165395,-5.783591943875955,True,True,Wisconsin,Wisconsin,both_correct
2019,Iowa,Tennessee,1234,1397,0,Tennessee,Iowa,2.0,10.0,False,-7.085138584550137,5.20163159942453,12.286770183974667,0.2944057569136132,0.190178301143457,0.2148295194396213,2.465121829616426,True,16.02,26.24,-10.219999999999999,0.15676798436405906,0.2148295194396213,0.7851704805603787,0.843232015635941,-5.806153507556222,True,True,Tennessee,Tennessee,both_correct
2023,Kentucky,Kansas St,1246,1243,0,Kansas St,Kentucky,3.0,6.0,False,0.1502849219313162,7.31539796975089,7.165113047819574,0.6238641375583153,0.4952149286375359,0.5063994917154542,1.1184563077918264,False,17.4,18.51,-1.110000000000003,0.44655373740002857,0.5063994917154542,0.4936005082845458,0.5534462625999714,-5.98457543154256,False,True,Kentucky,Kansas St,kenpom_only_correct
2018,Creighton,Kansas St,1166,1243,0,Kansas St,Creighton,9.0,8.0,True,3.4318093581352827,8.495788334466042,5.063978976330759,0.6039048333062671,0.6523272063117989,0.6366373172020209,-1.5689889109777977,False,16.91,14.77,2.1400000000000006,0.5766555648404603,0.6366373172020209,0.3633626827979791,0.4233444351595397,-5.998175236156056,False,False,Creighton,Creighton,both_incorrect
2022,UCLA,North Carolina,1417,1314,0,North Carolina,UCLA,8.0,4.0,True,5.197273570780693,11.753875013633872,6.556601442853179,0.738300995849299,0.7267386279236993,0.7126902443763253,-1.4048383547373922,False,24.26,20.13,4.130000000000003,0.6524220006902174,0.7126902443763253,0.28730975562367467,0.3475779993097826,-6.026824368610795,False,False,UCLA,UCLA,both_incorrect
2023,Northwestern,UCLA,1321,1417,0,UCLA,Northwestern,2.0,7.0,False,-7.856411292405909,5.724603012959122,13.58101430536503,0.2185056962524943,0.1678063376279912,0.188492068866424,2.0685731238432896,True,15.59,27.29,-11.7,0.12775636337915716,0.188492068866424,0.811507931133576,0.8722436366208428,-6.073570548726681,True,True,UCLA,UCLA,both_correct
2022,Texas,Virginia Tech,1400,1439,1,Texas,Virginia Tech,6.0,11.0,False,0.1179120113871192,9.266893115247427,9.148981103860308,0.6810328033811385,0.4936159172469045,0.510768904142426,1.7152986895521471,True,20.88,18.86,2.0199999999999996,0.57192850039924,0.510768904142426,0.510768904142426,0.57192850039924,-6.1159596256814,True,True,Texas,Texas,both_correct
2017,Oregon,North Carolina,1332,1314,0,North Carolina,Oregon,1.0,3.0,False,-1.4865233858009947,12.73255327338795,14.219076659188945,0.4901625661980006,0.4151847787524112,0.42690971134491,1.1724932592498791,True,25.02,28.22,-3.1999999999999993,0.3655486775855722,0.42690971134491,0.5730902886550899,0.6344513224144278,-6.1361033759337875,True,True,North Carolina,North Carolina,both_correct
2023,Northwestern,Boise St,1321,1129,1,Northwestern,Boise St,7.0,10.0,False,-1.5432781183124575,5.724603012959122,7.267881131271579,0.4285324341549629,0.412464401811993,0.4191338124118629,0.6669410599869863,False,15.59,15.85,-0.2599999999999998,0.480598083810474,0.4191338124118629,0.4191338124118629,0.480598083810474,-6.146427139861105,False,False,Boise St,Boise St,both_incorrect
2022,Villanova,Houston,1437,1222,1,Villanova,Houston,2.0,5.0,False,-4.644601774429603,11.3160972429272,15.960699017356802,0.4866066312454962,0.275557747002558,0.3061557865422449,3.059803953968687,False,24.56,27.7,-3.1400000000000006,0.36779372530395266,0.3061557865422449,0.3061557865422449,0.36779372530395266,-6.163793876170775,False,False,Houston,Houston,both_incorrect
2021,Gonzaga,Oklahoma,1211,1328,1,Gonzaga,Oklahoma,1.0,8.0,False,12.430015869569829,17.52034919924695,5.090333329677122,0.8024431003872021,0.917383752805482,0.894528465311968,-2.2855287493514065,True,36.48,17.06,19.419999999999998,0.9566171872905559,0.894528465311968,0.894528465311968,0.9566171872905559,-6.208872197858795,True,True,Gonzaga,Gonzaga,both_correct
2019,UCF,Duke,1416,1181,0,Duke,UCF,1.0,9.0,False,-9.213321107137702,7.325913533251395,16.539234640389097,0.167544680895158,0.1336136630774165,0.1526429411811309,1.9029278103714409,True,16.51,30.62,-14.11,0.0903588921793707,0.1526429411811309,0.8473570588188691,0.9096411078206293,-6.228404900176021,True,True,Duke,Duke,both_correct
2022,North Carolina,Duke,1314,1181,1,North Carolina,Duke,8.0,2.0,True,-6.078879569758982,6.556601442853179,12.63548101261216,0.2253238840707881,0.22269729259411,0.2382613254826875,1.5564032888577466,False,20.13,25.15,-5.02,0.3005641389494852,0.2382613254826875,0.2382613254826875,0.3005641389494852,-6.23028134667977,False,False,Duke,Duke,both_incorrect
2017,VCU,St Mary's CA,1433,1388,0,St Mary's CA,VCU,7.0,10.0,False,-6.903579737813843,7.760408971784173,14.663988709598016,0.4882390530248889,0.1957650519236477,0.2330385119041655,3.727345998051782,True,14.07,23.67,-9.600000000000001,0.17043092844138585,0.2330385119041655,0.7669614880958345,0.8295690715586141,-6.260758346277962,True,True,St Mary's CA,St Mary's CA,both_correct
2017,North Carolina,Butler,1314,1139,1,North Carolina,Butler,1.0,4.0,False,5.103390596005145,14.219076659188945,9.1156860631838,0.6084511944994904,0.7230391044405503,0.6982601758299174,-2.477892861063291,True,28.22,20.76,7.459999999999997,0.7624677178158525,0.6982601758299174,0.6982601758299174,0.7624677178158525,-6.420754198593515,True,True,North Carolina,North Carolina,both_correct
2021,Gonzaga,Baylor,1211,1124,0,Baylor,Gonzaga,1.0,1.0,False,3.81677505746471,17.52034919924695,13.70357414178224,0.6965297691638813,0.669373589644244,0.6595907317483427,-0.9782857895901276,False,36.48,33.87,2.6099999999999994,0.5950276049169121,0.6595907317483427,0.3404092682516573,0.4049723950830879,-6.456312683143062,False,False,Gonzaga,Gonzaga,both_incorrect
2023,Alabama,Maryland,1104,1268,1,Alabama,Maryland,1.0,8.0,False,6.818721918830832,14.407609578697205,7.588887659866373,0.493487044795888,0.7855882271468979,0.7465980286663855,-3.899019848051244,True,27.28,17.99,9.290000000000003,0.8117038725499008,0.7465980286663855,0.7465980286663855,0.8117038725499008,-6.510584388351537,True,True,Alabama,Alabama,both_correct
2021,Florida,Virginia Tech,1196,1439,1,Florida,Virginia Tech,7.0,10.0,False,0.3825212921881871,4.943249778039672,4.5607284858514845,0.7203739122659564,0.5066867922132202,0.5259356059658384,1.924881375261822,True,16.95,14.44,2.51,0.5911390528351199,0.5259356059658384,0.5259356059658384,0.5911390528351199,-6.520344686928148,True,True,Florida,Florida,both_correct
2022,Wright St,Arizona,1460,1112,0,Arizona,Wright St,1.0,16.0,False,-13.49987260014015,1.9425397037584415,15.442412303898593,0.1320765516335839,0.0620127741794718,0.0795579911592374,1.7545216979765563,True,-0.28,25.96,-26.240000000000002,0.013874436032747862,0.0795579911592374,0.9204420088407625,0.9861255639672522,-6.56835551264896,True,True,Arizona,Arizona,both_correct
2017,NC Central,UC Davis,1300,1413,0,UC Davis,NC Central,16.0,16.0,False,5.929408327393176,5.295131935397222,-0.6342763919959538,0.7846423741769674,0.7545090358984285,0.7412973805239019,-1.321165537452662,False,0.36,-4.41,4.7700000000000005,0.6754246760295892,0.7412973805239019,0.2587026194760981,0.3245753239704108,-6.587270449431271,False,False,NC Central,NC Central,both_incorrect
2023,Indiana,Miami FL,1231,1274,0,Miami FL,Indiana,5.0,4.0,True,0.8579022729751244,7.496230100786789,6.638327827811665,0.464886095472548,0.5301343060962849,0.5210301443106291,-0.9104161785655762,False,17.03,17.94,-0.9100000000000001,0.45453110296853366,0.5210301443106291,0.4789698556893709,0.5454688970314663,-6.649904134209539,False,True,Indiana,Miami FL,kenpom_only_correct
2019,Michigan,Texas Tech,1276,1403,0,Texas Tech,Michigan,3.0,2.0,True,-0.2376401131301833,12.621010358346709,12.858650471476892,0.6150665171277487,0.4760696969873048,0.4895153676729943,1.344567068568958,True,28.32,30.03,-1.7100000000000009,0.4228020100673332,0.4895153676729943,0.5104846323270057,0.5771979899326668,-6.6713357605661106,True,True,Texas Tech,Texas Tech,both_correct
2023,F Dickinson,FL Atlantic,1192,1194,0,FL Atlantic,F Dickinson,9.0,16.0,False,-13.57346744678405,-2.170750256029081,11.40271719075497,0.1151433477900959,0.0611722603801398,0.0776511884008022,1.6478928020662462,True,-8.36,19.38,-27.74,0.010928130716446735,0.0776511884008022,0.9223488115991978,0.9890718692835533,-6.67230576843555,True,True,FL Atlantic,FL Atlantic,both_correct
2019,Michigan St,Bradley,1277,1133,1,Michigan St,Bradley,2.0,15.0,False,14.13526446406699,14.35796365602006,0.2226991919530689,0.9209287305076534,0.9395891867929412,0.925200015137228,-1.4389171655713184,True,30.81,0.09,30.72,0.9927110433848133,0.925200015137228,0.925200015137228,0.9927110433848133,-6.751102824758526,True,True,Michigan St,Michigan St,both_correct
2022,St Mary's CA,Indiana,1388,1231,1,St Mary's CA,Indiana,5.0,12.0,False,3.0672016132706403,9.110324173450437,6.043122560179796,0.710822433910178,0.6358133270769093,0.632667905020157,-0.3145422056752278,True,19.53,14.04,5.490000000000002,0.7003228502129211,0.632667905020157,0.632667905020157,0.7003228502129211,-6.765494519276405,True,True,St Mary's CA,St Mary's CA,both_correct
2022,St Mary's CA,UCLA,1388,1417,0,UCLA,St Mary's CA,4.0,5.0,False,-2.643550840183435,9.110324173450437,11.753875013633872,0.4594285123378149,0.3609600860366323,0.3782434571599224,1.7283371123290148,True,19.53,24.26,-4.73,0.3104779079317805,0.3782434571599224,0.6217565428400775,0.6895220920682195,-6.776554922814193,True,True,UCLA,UCLA,both_correct
2021,Houston,Cleveland St,1222,1156,1,Houston,Cleveland St,2.0,15.0,False,13.582951527137666,14.236392520596056,0.6534409934583891,0.9519045397520084,0.9330890645057108,0.9221398405376412,-1.0949223968069854,True,28.75,-0.13,28.88,0.9902201666037505,0.9221398405376412,0.9221398405376412,0.9902201666037505,-6.808032606610926,True,True,Houston,Houston,both_correct
2022,Villanova,Ohio St,1437,1326,1,Villanova,Ohio St,2.0,7.0,False,5.217769018501031,11.3160972429272,6.098328224426169,0.7865524871473096,0.727542152280713,0.7182974255529687,-0.9244726727744236,True,24.56,16.24,8.32,0.7866460986841731,0.7182974255529687,0.7182974255529687,0.7866460986841731,-6.834867313120441,True,True,Villanova,Villanova,both_correct
2021,Baylor,Wisconsin,1124,1458,1,Baylor,Wisconsin,1.0,9.0,False,7.833258503644686,13.70357414178224,5.870315638137555,0.7022102020779554,0.8174261282551205,0.7905598791231209,-2.686624913199964,True,33.87,22.4,11.469999999999999,0.8596489564925592,0.7905598791231209,0.7905598791231209,0.8596489564925592,-6.908907736943837,True,True,Baylor,Baylor,both_correct
2022,Texas Tech,Notre Dame,1403,1323,1,Texas Tech,Notre Dame,3.0,11.0,False,6.4294225019557985,11.726673314421944,5.297250812466146,0.8788638953294615,0.7723466369232322,0.7681192562165834,-0.4227380706648853,True,25.64,15.25,10.39,0.8373116343075958,0.7681192562165834,0.7681192562165834,0.8373116343075958,-6.919237809101242,True,True,Texas Tech,Texas Tech,both_correct
2019,North Carolina,Iona,1314,1233,1,North Carolina,Iona,1.0,16.0,False,13.868557514283582,14.228923070543717,0.3603655562601346,0.93342747282537,0.9365275894398944,0.9232859059429868,-1.3241683496907577,True,27.69,-2.88,30.57,0.9925340609430924,0.9232859059429868,0.9232859059429868,0.9925340609430924,-6.924815500010562,True,True,North Carolina,North Carolina,both_correct
2018,San Diego St,Houston,1361,1222,0,Houston,San Diego St,6.0,11.0,False,-3.861359325254568,7.842014492418215,11.703373817672784,0.4946009188494001,0.30749916931264,0.3349903249556242,2.7491155642984264,True,14.09,20.24,-6.149999999999999,0.2637269310898953,0.3349903249556242,0.6650096750443758,0.7362730689101047,-7.126339386572889,True,True,Houston,Houston,both_correct
2023,Penn St,Texas A&M,1336,1401,1,Penn St,Texas A&M,10.0,7.0,True,-2.1865587719156565,5.343645499481781,7.530204271397437,0.4210470360165703,0.3820399956956351,0.3928115246153303,1.077152891969524,False,16.04,16.71,-0.6700000000000017,0.4641344857208112,0.3928115246153303,0.3928115246153303,0.4641344857208112,-7.132296110548086,False,False,Texas A&M,Texas A&M,both_incorrect
2017,North Carolina,Arkansas,1314,1116,1,North Carolina,Arkansas,1.0,8.0,False,7.983794650006674,14.219076659188945,6.235282009182271,0.7428975887827981,0.8218235605461979,0.797635954138625,-2.4187606407572892,True,28.22,16.25,11.969999999999999,0.8690905050465509,0.797635954138625,0.797635954138625,0.8690905050465509,-7.145455090792597,True,True,North Carolina,North Carolina,both_correct
2021,Gonzaga,Creighton,1211,1166,1,Gonzaga,Creighton,1.0,5.0,False,10.12581557004333,17.52034919924695,7.394533629203622,0.8220021714713577,0.875665891050508,0.8542474635374643,-2.141842751304368,True,36.48,20.59,15.889999999999997,0.9258457558340311,0.8542474635374643,0.8542474635374643,0.9258457558340311,-7.159829229656678,True,True,Gonzaga,Gonzaga,both_correct
2022,Rutgers,Notre Dame,1353,1323,0,Notre Dame,Rutgers,11.0,11.0,False,-2.483434735238504,2.813816077227642,5.297250812466146,0.5546485149430928,0.368289763230448,0.3927018536485629,2.4412090418114927,True,10.82,15.25,-4.43,0.32091984570192,0.3927018536485629,0.6072981463514371,0.67908015429808,-7.178200794664291,True,True,Notre Dame,Notre Dame,both_correct
2022,LSU,Iowa St,1261,1235,0,Iowa St,LSU,11.0,6.0,True,5.716816637450378,9.997303523056615,4.280486885606237,0.6502225812513023,0.7466452034149635,0.7224613041683219,-2.418389924664166,False,18.65,14.63,4.019999999999998,0.6483919888428676,0.7224613041683219,0.2775386958316781,0.35160801115713236,-7.406931532545425,False,False,LSU,LSU,both_incorrect
2018,Michigan,Villanova,1276,1437,0,Villanova,Michigan,1.0,3.0,False,-6.00791441766418,10.812662089439629,16.82057650710381,0.306200216882403,0.2251340905226885,0.2473511706582855,2.221708013559698,True,24.2,33.76,-9.559999999999999,0.1713440996880621,0.2473511706582855,0.7526488293417145,0.8286559003119379,-7.600707097022341,True,True,Villanova,Villanova,both_correct
2019,St John's,Arizona St,1385,1113,0,Arizona St,St John's,11.0,11.0,False,-1.888877740555941,2.838784036559133,4.727661777115074,0.5553411329391925,0.3960198463748703,0.4164493234814638,2.0429477106593543,True,7.61,11.55,-3.9400000000000004,0.338363540851656,0.4164493234814638,0.5835506765185362,0.661636459148344,-7.808578262980781,True,True,Arizona St,Arizona St,both_correct
2017,Jacksonville St,Louisville,1240,1257,0,Louisville,Jacksonville St,2.0,15.0,False,-11.689613561908956,1.2617465709558502,12.951360132864806,0.0575968738458546,0.0863774499101273,0.0969642949221493,1.058684501202202,True,0.63,25.51,-24.880000000000003,0.01721511540785923,0.0969642949221493,0.9030357050778507,0.9827848845921408,-7.974917951429006,True,True,Louisville,Louisville,both_correct
2019,Purdue,Tennessee,1345,1397,1,Purdue,Tennessee,3.0,2.0,True,-1.3023725741204384,10.984397609854229,12.286770183974667,0.4740902672847733,0.4240463846796956,0.4329485602788875,0.890217559919193,False,26.81,26.24,0.5700000000000003,0.514018590868061,0.4329485602788875,0.4329485602788875,0.514018590868061,-8.10700305891735,False,True,Tennessee,Purdue,kenpom_only_correct
2019,Syracuse,Baylor,1393,1124,0,Baylor,Syracuse,9.0,8.0,True,0.6111060412720661,5.842915685224511,5.231809643952445,0.5536535553837952,0.5179714651743883,0.5188790675994727,0.0907602425084364,False,15.13,16.48,-1.3499999999999996,0.4370174558175837,0.5188790675994727,0.48112093240052733,0.5629825441824163,-8.1861611781889,False,True,Syracuse,Baylor,kenpom_only_correct
2019,Virginia,Oregon,1438,1332,1,Virginia,Oregon,1.0,12.0,False,9.986481202456105,17.675547784312187,7.689066581856082,0.7895940584050413,0.8726371727531024,0.8489640012171504,-2.3673171535951942,True,34.22,17.86,16.36,0.9308802546779773,0.8489640012171504,0.8489640012171504,0.9308802546779773,-8.191625346082688,True,True,Virginia,Virginia,both_correct
2017,TX Southern,North Carolina,1411,1314,0,North Carolina,TX Southern,1.0,16.0,False,-12.698897117592567,1.5201795415963772,14.219076659188945,0.0975417756950983,0.0718825921293617,0.0873194454524917,1.543685332313005,True,-4.04,28.22,-32.26,0.005305337452193018,0.0873194454524917,0.9126805545475083,0.994694662547807,-8.201410800029873,True,True,North Carolina,North Carolina,both_correct
2018,Gonzaga,UNC Greensboro,1211,1422,1,Gonzaga,UNC Greensboro,4.0,13.0,False,8.383365028055309,15.073452461663464,6.690087433608156,0.8443132159035494,0.8330926607444589,0.8167699684570794,-1.632269228737948,True,23.03,9.22,13.81,0.8992949771513696,0.8167699684570794,0.8167699684570794,0.8992949771513696,-8.252500869429024,True,True,Gonzaga,Gonzaga,both_correct
2017,Florida,Wisconsin,1196,1458,1,Florida,Wisconsin,4.0,8.0,False,2.2348704234252335,13.301054672563096,11.066184249137862,0.5332142369465691,0.5969495279124892,0.5833880666179421,-1.356146129454716,True,27.5,22.99,4.510000000000002,0.6661739768807642,0.5833880666179421,0.5833880666179421,0.6661739768807642,-8.27859102628221,True,True,Florida,Florida,both_correct
2018,Michigan,Texas A&M,1276,1401,1,Michigan,Texas A&M,3.0,7.0,False,4.247425071513492,10.812662089439629,6.565237017926137,0.6701545120978027,0.6879277747901267,0.6729767526859437,-1.4951022104182976,True,24.2,16.96,7.239999999999998,0.755988094341348,0.6729767526859437,0.6729767526859437,0.755988094341348,-8.301134165540425,True,True,Michigan,Michigan,both_correct
2017,N Kentucky,Kentucky,1297,1246,0,Kentucky,N Kentucky,2.0,15.0,False,-11.90496025541455,2.142361157139746,14.047321412554297,0.096481054655871,0.0830779507896837,0.0982716095248107,1.519365873512707,True,1.91,27.72,-25.81,0.0148550207385681,0.0982716095248107,0.9017283904751893,0.9851449792614319,-8.341658878624258,True,True,Kentucky,Kentucky,both_correct
2021,Rutgers,Clemson,1353,1155,1,Rutgers,Clemson,10.0,7.0,True,-0.5071650765735853,2.8663811310835996,3.373546207657185,0.7008599356176057,0.4628057812141413,0.4870238106494763,2.421802943533502,False,17.48,15.48,2.0,0.5711393538448551,0.4870238106494763,0.4870238106494763,0.5711393538448551,-8.411554319537885,False,True,Clemson,Rutgers,kenpom_only_correct
2018,TX Southern,Xavier,1411,1462,0,Xavier,TX Southern,1.0,16.0,False,-12.044948137970836,-1.9410121161184577,10.103936021852377,0.0779692300223026,0.0809949678955332,0.0944190681036717,1.3424100208138472,True,-6.65,21.51,-28.160000000000004,0.010220362987686063,0.0944190681036717,0.9055809318963283,0.989779637012314,-8.419870511598571,True,True,Xavier,Xavier,both_correct
2019,Michigan,Florida,1276,1196,1,Michigan,Florida,2.0,10.0,False,6.2889264612098685,12.621010358346709,6.33208389713684,0.6970579815212855,0.7674284755370421,0.7447166285030258,-2.2711847034016297,True,28.32,18.3,10.02,0.8290263790682871,0.7447166285030258,0.7447166285030258,0.8290263790682871,-8.430975056526135,True,True,Michigan,Michigan,both_correct
